Tahun - Kuartal,Jumlah aset lancar,Jumlah liabilitas jangka pendek,Jumlah aset,Jumlah liabilitas,Jumlah ekuitas,Jumlah ekuitas yang diatribusikan kepada pemilik entitas induk,Penjualan dan pendapatan usaha,Jumlah laba bruto,Jumlah laba (rugi),Laba (rugi) yang dapat diatribusikan ke entitas induk,Laba (rugi) per saham dasar dari operasi yang dilanjutkan,Current Ratio,Debt Equity Ratio,Gross Profit Margin,Net Profit Margin,Return on Asset,Return on Equity,Code
2020 - 2,984405602435,144094328003,2843332367077,244645038769,2598687328308,2585970354489,809063276642,132487585217,26400200248,26388579814,40.21,6.831674890176836,0.094141775389457,0.1637542934427662,0.0326305753952564,0.0268066127912375,0.0102045175298285,INDS
2020 - 3,937880979241,137480547098,2782059487462,240257027423,2541802460039,2529208175174,1163367440448,175271318524,35140302979,35251371499,53.72,6.821917711546871,0.0945223050178784,0.1506586074443556,0.0302056785820547,0.0375861887374322,0.0139377105629412,INDS
2020 - 4,1001966532378,162477563520,2826260084696,262519771935,2563740312761,2551189893671,1626190564290,261315385722,58751009229,58921397142,89.79,6.166799345527261,0.102397177525473,0.1606917365407855,0.0361279978614627,0.0588057537232904,0.0230956532432855,INDS
2021 - 1,1139022872885,233274410454,2945865431093,334964287210,2610901143883,2599551512540,580013736683,104963381839,48385831122,48361618869,73.69,4.882759624890819,0.1282945116458267,0.1809670619859242,0.0834218710037978,0.0424588654190114,0.0186038317131658,INDS
2021 - 2,1249947114832,315789246300,3014078817400,418256732195,2595822085205,2584742289279,1173667788669,234041241453,89387997794,89333620958,136.13,3.958168713714049,0.1611268871541205,0.199410125857177,0.0761612431192055,0.0714699205254031,0.0345619063565981,INDS
2021 - 3,1270803329330,254247901790,3009989978015,359356673539,2650633304476,2639563442741,1889207927222,391968936000,144199217065,144154774420,219.66,4.998284431781229,0.1355738920703106,0.2074779225473469,0.0763278699963104,0.1134359433068231,0.0546131121858186,INDS
2021 - 4,1401800862936,401426894926,3165018057203,502584655311,2662433401892,2651843956237,2643817825127,517254521917,158199728315,158606750776,241.69,3.492045203384819,0.1887689115355333,0.1956468093228597,0.0598376056063547,0.1131449943922892,0.0598099863315732,INDS
2022 - 1,1507603769263,468066293849,3268011309757,571866391446,2696144918311,2685523749941,776801711676,124425024643,33711516419,33679793704,51.32,3.2209193207775795,0.2121052127287897,0.1601760433490098,0.0433978400308429,0.0223399505829469,0.0125412384473382,INDS
2019 - 2,46410222652,62902592477,196130363736,90322050945,105808312791,105049273384,27012376667,10819195415,2527099761,2501828764,3.31,0.7378109681086619,0.8536385144275994,0.4005273415359042,0.0935534030253347,0.0539068468332846,0.0238157645779685,HELI
2019 - 3,96223351510,107486819180,246040252659,134906277650,111133975009,110321678979,105877305017,25267790319,7852761979,7774234359,10.28,0.8952107081042381,1.2139067070990202,0.2386516195793132,0.0741685102179275,0.0807936351935534,0.0704687821192409,HELI
2019 - 4,83695056368,49378265088,193198983272,67743589307,125455393965,124579569811,318024503004,54937061483,22186962539,22044839275,27.0,1.6949776631244935,0.5399814799983758,0.1727447443957141,0.0697649468183303,0.2633947598777009,0.1769538882534615,HELI
2020 - 1,39468087741,27302873729,171454943789,45738705443,125716238346,124838720467,7067270600,1880563057,259047149,257341322,0.31,1.4455653325268325,0.3638249604408029,0.2660946726732099,0.0366544828494327,0.0065202379119237,0.0020613902564631,HELI
2020 - 2,22253729814,46090340282,191277895846,65547558466,125730337380,124852746912,17510510680,3579645151,271346952,269556433,0.33,0.4828284989401762,0.521334467336176,0.2044283697041781,0.0154962329174056,0.0121128653602336,0.0021589948132257,HELI
2020 - 3,108930820117,90492009645,236625122221,108106200899,128518921322,127622604167,72665786852,11631697872,3058135161,3037605853,3.71,1.203761752494341,0.8411695319799908,0.160071174839,0.0420849383662296,0.0278856420041396,0.0238014721046214,HELI
2020 - 4,147384406503,133722885753,335775952688,203647281067,132128671621,131201277110,143838437841,32432194832,6618117086,6566863676,8.0,1.1021629220239402,1.5412800156740023,0.2254765507662894,0.0460107686466653,0.0445560275460099,0.0500518273956609,HELI
2021 - 1,157577594436,137284687551,345414738738,207277857877,138136880861,137206391655,14596837014,5520823905,461601837,458501159,0.56,1.1478162440910344,1.5005251065830347,0.3782205624208116,0.0316234151657151,0.0029096849754628,0.0033416895049093,HELI
2021 - 2,175556001495,162157579563,370032418875,232206304106,137826114769,136897723173,32461515816,11992744381,150835744,149832676,0.18,1.0826259368702194,1.684777260791132,0.3694449898451409,0.0046466019903375,0.0008534751003899,0.0010944862524167,HELI
2021 - 3,108767022800,92138814744,302472673949,162063210058,140409463891,139462951566,52435792089,19450711537,2734184867,2715061070,3.3,1.1804690900593855,1.1542185659494422,0.3709434102566056,0.0521434836410829,0.0249621714386026,0.019467973676974,HELI
2021 - 4,107007105513,104231114388,301477751273,160316617953,141161133320,140253425436,63398642323,22013241235,3450833932,3428968060,4.0,1.0266330369899566,1.1356994250646613,0.3472194423793512,0.054430722891807,0.032044302512074,0.0244483730029445,HELI
2019 - 1,885419967047,173155629435,1241477358437,205358467919,1036118890518,1036118890518,737471166532,96397266433,59471314676,59471314676,100.0,5.113434486283181,0.1981997141431641,0.1307132682709666,0.0806422235538607,0.0671673520920758,0.0573981569299134,CMNT
2021 - 2,3670587,10020325,19050044,16101633,2948411,2586519,3871160,1134543,188323,162156,3e-05,0.3663141664566768,5.4611222790852425,0.293075718905961,0.0486476921646224,0.0441771302519188,0.0626927542384185,CMNT
2021 - 3,3773030,8855803,18913774,14622406,4291368,3910386,5880953,1721484,379027,333770,3.8e-05,0.4260517086931586,3.4073996916600957,0.2927219448956657,0.064449928438469,0.0884620583456797,0.085354745030286,CMNT
2021 - 4,3463467,7968966,18636106,14587253,4048853,3727456,8278058,2122921,254670,221547,15.0,0.4346193721996053,3.602811215917199,0.2564515735453895,0.0307644619064036,0.063966828614218,0.0594365164873844,CMNT
2022 - 1,4160518,8226878,19244177,15091333,4152844,3818504,2177705,496303,82459,79492,5.0,0.5057225839498288,3.633975415402072,0.2279018508016466,0.0378650919201636,0.0191062747475194,0.0208175767263829,CMNT
2019 - 1,885419967047,173155629435,1241477358437,205358467919,1036118890518,1036118890518,737471166532,96397266433,59471314676,59471314676,100.0,5.113434486283181,0.1981997141431641,0.1307132682709666,0.0806422235538607,0.0671673520920758,0.0573981569299134,CEKA
2019 - 2,860665801446,181405071502,1224272708020,215033826237,1009238881783,1009238881783,1508149778137,161489681039,92091305941,92091305941,155.0,4.744441786108009,0.2130653407418316,0.1070780126616378,0.0610624403994935,0.1070000757393612,0.0912482739253013,CEKA
2019 - 3,943157601492,164039990553,1247329636008,199094661539,1048234974469,1048234974469,2247282518331,232120232748,131087398627,131087398627,220.0,5.749558984443329,0.1899332367152265,0.1032892975647716,0.058331517091298,0.1389877984545003,0.1250553566898532,CEKA
2019 - 4,1067652078121,222440530626,1393079542074,261784845240,1131294696834,1131294696834,3120937098980,365362259989,215459200242,215459200242,362.0,4.799719165910887,0.2314028749296019,0.1170681267842307,0.069036700647513,0.201806566630952,0.1904536464680478,CEKA
2020 - 1,1088813552866,193479311214,1431472267888,233825839329,1197646428559,1197646428559,915789769937,105068310478,66351731725,66351731725,108.0,5.62754511598248,0.1952377878422245,0.1147297272006303,0.0724530169512207,0.0609394799966876,0.0554017697901324,CEKA
2020 - 2,1030043304879,129655311143,1369227862983,171004052759,1198223810224,1198223810224,1640166972927,134751630878,66929113390,66929113390,112.0,7.944474436091092,0.142714617502912,0.0821572639263219,0.0408062803938552,0.0649769898731221,0.0558569382605475,CEKA
2020 - 3,1088273635204,155756848690,1384767008510,197604671306,1187162337204,1187162337204,2510134429334,218814806138,115367640370,115367640370,194.0,6.987003424613264,0.1664512637516767,0.087172544856913,0.045960741792068,0.1060097723936627,0.0971793298646193,CEKA
2020 - 4,1266586465994,271641005590,1566673828068,305958833204,1260714994864,1260714994864,3634297273749,335139934770,181812593992,181812593992,306.0,4.66272190107305,0.2426867566820726,0.0922158837117588,0.0500268911146195,0.1435453471779488,0.1442138744543235,CEKA
2021 - 1,1264904145498,237055948684,1580461482307,270679622297,1309781860010,1309781860010,1105589213927,89145126919,49066865146,49066865146,82.0,5.335888647891054,0.2066600787209966,0.0806313283415282,0.0443807379159541,0.0387909750479014,0.0374618603632404,CEKA
2021 - 2,1172815643794,183669266192,1490375370979,213009162804,1277366208175,1277366208175,2308477882483,149444908345,76151213311,76151213311,128.0,6.385475741858677,0.1667565350020732,0.0647374226450274,0.0329876295930077,0.0649302503031547,0.0596158038498598,CEKA
2021 - 3,1247706890571,220105586076,1581329942561,250546140187,1330783802374,1330783802374,3688124983656,252864278467,129568807510,129568807510,218.0,5.668674352227393,0.1882696045293367,0.0685617433214907,0.0351313494212334,0.1038455493747447,0.0973627776945141,CEKA
2021 - 4,1358085356038,283104828760,1697387196209,310020233374,1387366962835,1387366962835,5359440530374,362067820346,187066990085,187066990085,314.0,4.797111239629567,0.2234594319159024,0.0675570179935803,0.0349042011054735,0.1377431759007684,0.1348359843474577,CEKA
2022 - 1,1475687260296,304801925510,1817869446390,332525595623,1485343850767,1485343850767,1720929059638,166981326917,97976887932,97976887932,165.0,4.841463051215486,0.2238711228051948,0.0970297560970495,0.0569325547635354,0.0663940731672016,0.065962428754397,CEKA
2019 - 4,2353540340,1353381716,8191815972,1578809123,6613006849,6613006849,100536375,6828525,-4435179361,-4435179361,44.0,1.7390070459618947,0.2387430043624925,0.0679209390631003,-44.11517086228741,-1.8844713581582373,-0.6706751500901099,PGJO
2020 - 1,9965963492,191224072,15434105194,416651479,15017453715,15017453715,35391665,2370000,-3595553134,-3595553134,-11.740581661164626,52.11667855289684,0.027744482314191,0.0669649195651009,-101.59321789466532,-0.3607832937463865,-0.2394249519416614,PGJO
2020 - 2,9661747122,1143613220,14546427568,1183830667,13362596901,13362596901,46717965,7984500,-5286118647,-5286118647,-29.0,8.448439518738686,0.0885928592900536,0.1709085573397728,-113.14959131888556,-0.5471182986111691,-0.395590668951812,PGJO
2020 - 3,8275433885,276579610,12790542639,316797057,12473745582,12473745582,60867965,11189500,-6174969966,-6174969966,-34.0,29.92062171538965,0.0253971074620239,0.183832332820721,-101.44860216700197,-0.7461808107962427,-0.4950373506824343,PGJO
2020 - 4,5353016412,284590464,11430148472,388475687,11041672785,11041672785,103517965,18619370,-7566341704,-7566341704,-22.0,18.80954244482345,0.0351826842331118,0.1798660744538399,-73.09206381713551,-1.4134725399007426,-0.685253208578939,PGJO
2021 - 1,24688951111,281993958,30175762728,385879181,29789883547,29789883547,4768500,757500,-2132243988,-2132243988,-6.09014836542956,87.55134785902044,0.0129533631909366,0.1588549858446052,-447.1519320541051,-0.0863643003063825,-0.0715761102132515,PGJO
2021 - 2,21463527521,166482679,28412218695,270367902,28141850793,28141850793,7104300,780266,-3780276742,-3780276742,-11.0,128.9234871154374,0.00960732483406,0.1098301028954295,-532.1110794870713,-0.1761256036921872,-0.1343293577173078,PGJO
2021 - 4,12536991712,329260562,22089376564,635201324,21454175240,21454175240,896928100,253972026,-10517499360,-10517499360,-16.0,38.07620212954627,0.0296073522703266,0.2831576198805679,-11.726134302180968,-0.8389173097987288,-0.490230887104472,PGJO
2019 - 1,4282906,1896275,8791075,4945212,3845863,3845307,776047,217555,73105,73093,0.013,2.2585890759515364,1.2858523561551725,0.2803374022449671,0.0942017687073076,0.0170662162559719,0.0190083652618633,INKP
2019 - 2,4412804,2135006,8840415,4957604,3882811,3882247,1574656,424224,146837,146817,0.02684,2.066881310872194,1.2768079620666577,0.2694074134287108,0.0932502082994635,0.0332706823144649,0.0378175319602281,INKP
2019 - 3,4323418,1984204,8667466,4692198,3975268,3974711,2466869,666803,238063,238050,0.04351,2.17891809511522,1.1803475891436754,0.2703033683588386,0.0965041110816991,0.0550606025140294,0.0598911468028744,INKP
2019 - 4,4214777,1832973,8502050,4496373,4005677,4005114,3223153,876303,274390,274370,0.05015,2.2994212135148744,1.1225001416739293,0.2718775683313823,0.0851309261459198,0.0650971569788864,0.0685049164643003,INKP
2020 - 1,4141240,1740613,8386259,4204955,4181304,4180792,780471,246637,179257,179308,0.033,2.3791848044338404,1.0056563694005507,0.3160104603502244,0.2296779765039316,0.0432981425853126,0.0428885244709614,INKP
2020 - 2,4113170,1779839,8310906,4106252,4204654,4204102,1484099,464890,203215,203226,0.03715,2.310978689645524,0.9765968852609512,0.3132472968447523,0.1369281968386206,0.0494086069868252,0.0483399308580048,INKP
2020 - 3,4119873,1806011,8247915,3978190,4269725,4269170,2191869,650169,287449,287457,0.05254,2.2812003913597425,0.9317204269595816,0.2966276725479488,0.1311433301898973,0.0697732672827536,0.0673332287072194,INKP
2020 - 4,4341593,1922866,8496277,4246638,4249639,4249088,2986033,862707,294041,294053,0.05,2.257876003840101,0.9992938223693824,0.2889140876875775,0.0984721200335026,0.0677292873836861,0.0692037914959633,INKP
2021 - 1,4421533,2057069,8662275,4273689,4388586,4387999,801279,247837,139309,139273,0.025,2.149433490077387,0.9738191298974204,0.3093017538210785,0.1738582940523837,0.0314988036954603,0.0317395240974302,INKP
2021 - 2,4191427,2011582,8473088,3941309,4531779,4531282,1627231,548603,282846,282900,0.05171,2.08364709964595,0.8697045906254476,0.3371389802677063,0.1738204348368486,0.0674949128304035,0.0624326625445072,INKP
2021 - 3,4387317,2276482,8618102,3998081,4620021,4619509,2506826,857377,390813,390852,0.07144,1.9272355327211024,0.8653815642829329,0.3420169569008778,0.1558995319180509,0.0890867926798998,0.0846089919946037,INKP
2021 - 4,4702128,2265121,8978445,4219735,4758710,4758199,3516586,1228396,527039,527079,0.09,2.07588380488283,0.8867392633717961,0.349314932152946,0.1498723477827643,0.1120937158665183,0.110772794496405,INKP
2022 - 1,5099538,2390148,9343327,4407966,4935361,4934881,995718,364919,176427,176458,0.032,2.133565787557925,0.893139529205665,0.3664883029130737,0.1771857092068236,0.0346027424445116,0.035757295869951,INKP
2019 - 1,552527602538,185903722742,1675330535600,344281949059,1331048586541,1295101484273,209241552397,-1598052553,-23788646844,-22689196446,-1.52,2.9721169344457192,0.2586546821357487,-0.0076373575644667,-0.1136898793355591,-0.0410643673578996,-0.0175192420991907,KIAS
2019 - 2,521047460585,174905029300,1619567374992,329348667693,1290218707299,1256334845519,380961319880,-18093739663,-64618526086,-61455835200,-4.12,2.979030749832189,0.2552657668268295,-0.0474949521612834,-0.1696196509040717,-0.1179467128215175,-0.0489167640451874,KIAS
2019 - 3,504611489861,182286190714,1333121714322,317492964069,1015628750253,1007556011997,560713641322,-18961671993,-339208483132,-310234668722,-20.78,2.768237615172484,0.3126073026092559,-0.0338170335009041,-0.6049584995511165,-0.6147990581971431,-0.3079081113387508,KIAS
2019 - 4,418960114294,275411165942,1231680564971,326113004490,905567560481,849516178105,735066462915,-323288475488,-494426816904,-475330962746,31.84,1.5212168789925915,0.3601200161330671,-0.4398084959636959,-0.6726287238616319,-1.1345494392634294,-0.5595313838593539,KIAS
2020 - 1,311459658097,166684657186,1115179028375,216358014907,898821013468,841047351433,135320622560,6438260792,-6746547013,-8468826672,-0.57,1.868556250797868,0.2407131249326346,0.0475778242089104,-0.0498560151835588,-0.027190765968678,-0.0100693815366882,KIAS
2020 - 2,263177553332,133712744075,1054245736885,183955341532,870290395353,812518275297,182614776897,-13806804429,-35277165128,-36997902808,-2.47,1.9682308904256929,0.211372367791541,-0.07560617307978,-0.193178042475157,-0.1405815288560226,-0.0455348561784362,KIAS
2020 - 3,257052147079,134225496149,1036787795195,185004791953,851783003242,793174663561,285985669351,-22315891768,-53784557239,-56341514544,-3.77,1.915076900096935,0.2171970927440991,-0.0780315035317764,-0.1880673159639631,-0.2191832092601993,-0.0710329226743725,KIAS
2020 - 4,213856436953,127909759386,1021382709921,169127346041,852255363880,793622514871,437171365385,-14904251741,-51749994901,-54338310202,-3.64,1.6719321338697402,0.1984467956540941,-0.0340924701870041,-0.1183746214837876,-0.2540877935506899,-0.0684687104811189,KIAS
2021 - 1,205137380509,109514238302,1003859643498,150987414231,852872229267,793905547513,143323972732,8545840742,616865387,283032642,0.02,1.873157168324602,0.1770340375143483,0.059626038680771,0.0043039930811398,0.001379722414792,0.0003565066938839,KIAS
2021 - 2,237565759426,101566550687,983510884156,143579214038,839931670118,781578957406,261843978040,8300033371,-12323693762,-12043557465,-0.8,2.339015727314713,0.1709415410158649,0.031698393192499,-0.0470650264873282,-0.0506956789315906,-0.0154092652455378,KIAS
